feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
t__SGB79798	Group	CTR	1.87865452542511e-06	4.1120929247004e-06	1485	369	0.647837929131237	0.780077011572458
t__SGB15117	Group	CTR	7.15387137354649e-06	1.5594218988196e-05	1485	156	0.646479849255331	0.780077011572458
t__SGB4882	Group	CTR	-7.49616333123594e-05	0.00017027941975764	1485	215	0.65983671025172	0.79281453640173
t__SGB4959	Group	CTR	5.6448034483265e-05	0.000128747490256697	1485	747	0.661131300047333	0.79281453640173
t__SGB14334	Group	CTR	-6.14195048366259e-05	0.000141311699272626	1485	153	0.663888080012132	0.79286429187543
t__SGB4781	Group	CTR	1.4751969140464e-05	3.38574409742841e-05	1485	780	0.663111769557552	0.79286429187543
t__SGB8003	Group	CTR	-5.23935570908596e-05	0.000122428592240255	1485	313	0.668748228238055	0.795866135803239
t__SGB15260	Group	CTR	-0.00014446765078033	0.000337990245673112	1485	555	0.669127179245531	0.795866135803239
t__SGB6139	Group	CTR	2.79805040693091e-05	6.5763863025382e-05	1485	313	0.670556337112034	0.795944920474447
t__SGB4813	Group	CTR	-2.87670802614214e-05	6.82017491860924e-05	1485	549	0.673236607825279	0.797505434016152
t__SGB5803_group	Group	CTR	0.000346554938541467	0.000829460417159104	1485	206	0.676148214428257	0.799333111793729
t__SGB15106	Group	CTR	0.000252526392495902	0.000629464419933885	1485	402	0.688347907120895	0.8095561899505
t__SGB47850	Group	CTR	5.05597138840399e-06	1.26287963196891e-05	1485	236	0.688954497269518	0.8095561899505
t__SGB14773	Group	CTR	3.26208565459525e-05	8.08085976430557e-05	1485	279	0.686505866365709	0.8095561899505
t__SGB14861	Group	CTR	-8.64195418650815e-05	0.000222213203829912	1485	737	0.697403199017426	0.809708684346276
t__SGB15370	Group	CTR	9.89820803539596e-06	2.53230195906641e-05	1485	284	0.695943655094368	0.809708684346276
t__SGB17237	Group	CTR	0.000448137376516637	0.00113259506702156	1485	644	0.692403130696549	0.809708684346276
t__SGB4753	Group	CTR	0.000269240555833113	0.000678069667799063	1485	480	0.691373594589225	0.809708684346276
t__SGB14837	Group	CTR	-1.12666286854299e-05	2.86954381556752e-05	1485	661	0.69465077857924	0.809708684346276
t__SGB17169	Group	CTR	5.84834411632453e-06	1.50123531959384e-05	1485	249	0.696911377644614	0.809708684346276
t__SGB17163_group	Group	CTR	2.99492302950259e-06	7.92804136527186e-06	1485	183	0.705660501458219	0.815164883915392
t__SGB3934_group	Group	CTR	3.55726213703481e-06	9.35165130088644e-06	1485	454	0.703711403481472	0.815164883915392
t__SGB14940	Group	CTR	3.30264461952627e-06	8.76228812446001e-06	1485	156	0.706290122022583	0.815164883915392
t__SGB1860	Group	CTR	-8.36786103399471e-05	0.000229906707030181	1485	241	0.715934028248782	0.824665626227393
t__SGB15350	Group	CTR	-1.47983597513705e-05	4.16641730853993e-05	1485	777	0.722503838075317	0.828963146239656
t__SGB15093	Group	CTR	-0.0001165155635192	0.000326375525521337	1485	290	0.721143741469355	0.828963146239656
t__SGB15373	Group	CTR	2.08410584760628e-05	5.92631354242945e-05	1485	531	0.725135826969972	0.829463149844609
t__SGB4537	Group	CTR	6.40951777912391e-05	0.000182705922785652	1485	755	0.725780256114033	0.829463149844609
t__SGB4285	Group	CTR	-0.000741679524128832	0.00219005632773033	1485	1015	0.734915521870408	0.838263017133434
t__SGB14842	Group	CTR	-1.51042260296171e-05	4.63826488141899e-05	1485	276	0.744739743418493	0.847812885295126
t__SGB8047_group	Group	CTR	-5.66341763680833e-06	1.75220064020819e-05	1485	475	0.746576160195826	0.848249956331444
t__SGB4198	Group	CTR	-0.000288417420602757	0.000907911019337605	1485	569	0.750778882619795	0.84971873536814
t__SGB4722	Group	CTR	9.34056799919177e-06	2.93371604200481e-05	1485	240	0.750236293340989	0.84971873536814
t__SGB63353	Group	CTR	9.5728853346757e-07	3.05619026152497e-06	1485	247	0.754150456190645	0.85188368745713
t__SGB14341	Group	CTR	-1.97674862990943e-05	6.40130698252502e-05	1485	269	0.757514068372007	0.854031304882725
t__SGB14975	Group	CTR	-4.94817158522842e-06	1.64032386362259e-05	1485	246	0.762954923499426	0.858508044939624
t__SGB14894	Group	CTR	-1.09687178073984e-05	3.66731173284359e-05	1485	502	0.764910055881742	0.859052831990264
t__SGB4771	Group	CTR	-7.6700470132194e-06	2.83411730352498e-05	1485	363	0.786711234169811	0.87560573277866
t__SGB4811	Group	CTR	-9.87567998939794e-05	0.000362566427359151	1485	1155	0.785365739636827	0.87560573277866
t__SGB4395	Group	CTR	1.86967380038332e-05	6.80014599405111e-05	1485	171	0.783395926926995	0.87560573277866
t__SGB7298_group	Group	CTR	2.93550595150947e-06	1.07248523590362e-05	1485	327	0.78434513365641	0.87560573277866
t__SGB59559	Group	CTR	-2.0772752259299e-06	7.69167658872426e-06	1485	175	0.787145564569857	0.87560573277866
t__SGB14890	Group	CTR	-2.74654239320658e-06	1.05163632817057e-05	1485	287	0.793998863424562	0.881550068897232
t__SGB7253	Group	CTR	2.79040061543004e-06	1.12059381258293e-05	1485	354	0.803386839553743	0.89028067229485
t__SGB4808	Group	CTR	7.27007303342598e-06	3.00124756230356e-05	1485	149	0.808631543985814	0.894395495620673
t__SGB15233	Group	CTR	-4.13180299756122e-05	0.000179790709771351	1485	308	0.818269693092266	0.894886705554089
t__SGB2296	Group	CTR	1.02160189345168e-05	4.27330230610552e-05	1485	433	0.811087328677483	0.894886705554089
t__SGB19860_group	Group	CTR	-3.83699936177055e-06	1.64792085570268e-05	1485	545	0.815918702705151	0.894886705554089
t__SGB71883	Group	CTR	-1.70976715441122e-06	7.43797819269768e-06	1485	202	0.81822458280249	0.894886705554089
t__SGB6747	Group	CTR	5.66284757634235e-06	2.39569142702589e-05	1485	313	0.813173300955763	0.894886705554089
t__SGB4166	Group	CTR	-1.45506434407625e-05	6.29717740040303e-05	1485	186	0.817295309578653	0.894886705554089
t__SGB4701	Group	CTR	1.52762278398995e-05	6.91428557486278e-05	1485	251	0.825171757768481	0.900748236517369
t__SGB14535_group	Group	CTR	-0.000132339822813814	0.000631934120199164	1485	1103	0.834148922818691	0.908848826354693
t__SGB2290	Group	CTR	-3.31710943343609e-05	0.000164550410156467	1485	803	0.840267869252555	0.912619246687874
t__SGB6744	Group	CTR	4.20267496681637e-05	0.000209099906216329	1485	652	0.840734853969309	0.912619246687874
t__SGB15224	Group	CTR	1.42422701335276e-05	7.41404495410341e-05	1485	282	0.847691339067031	0.917140934773968
t__SGB8000	Group	CTR	-1.79780873032541e-05	9.38060392579724e-05	1485	204	0.848041275304697	0.917140934773968
t__SGB48013	Group	CTR	-8.84556336150478e-07	4.69760093436994e-06	1485	157	0.850667567923616	0.918280701788155
t__SGB15459	Group	CTR	3.43385473850042e-06	1.859612683181e-05	1485	255	0.8535254423211	0.919665790250042
t__SGB15272	Group	CTR	-8.1942014002434e-06	4.62417396921221e-05	1485	519	0.859372689032756	0.924260866289373
t__SGB4552	Group	CTR	-9.41214549689606e-06	5.45002749437408e-05	1485	842	0.862911559197273	0.924343770236484
t__SGB14816_group	Group	CTR	-9.84511732077458e-06	5.84674648161906e-05	1485	237	0.866302383394045	0.924343770236484
t__SGB15326	Group	CTR	-5.54176907538434e-05	0.000329066249065215	1485	255	0.866284557570509	0.924343770236484
t__SGB2311	Group	CTR	1.71134334483788e-05	9.77755086645957e-05	1485	297	0.861081671750828	0.924343770236484
t__SGB6031	Group	CTR	0.000148769807157861	0.00089063961357	1485	174	0.867363674810948	0.924343770236484
t__SGB15225	Group	CTR	1.03147340777813e-05	6.434485167469e-05	1485	474	0.872663476683575	0.928297760260852
t__SGB1941	Group	CTR	-1.98183299992529e-05	0.000135160886499916	1485	485	0.883445817159102	0.938058831310756
t__SGB4529	Group	CTR	-5.16269878450301e-06	3.57513732982699e-05	1485	184	0.88519980996628	0.938215406570431
t__SGB4342	Group	CTR	2.59162786905028e-06	1.998670768283e-05	1485	172	0.896847023491414	0.948371798735424
t__SGB15066	Group	CTR	2.08003149356849e-06	1.62284244859403e-05	1485	235	0.898030145035427	0.948371798735424
t__SGB6305	Group	CTR	1.37429842031992e-05	0.000109594922647132	1485	192	0.900225466996368	0.948974138494366
t__SGB6173	Group	CTR	-2.38497290356945e-06	2.1250209046238e-05	1485	176	0.910653920505651	0.9553091381024
t__SGB1948	Group	CTR	1.33348331433552e-05	0.000115362726716146	1485	184	0.907992755908248	0.9553091381024
t__SGB4757	Group	CTR	-3.33122503848091e-06	2.98452253717671e-05	1485	151	0.911142448498351	0.9553091381024
t__SGB6796	Group	CTR	4.78204434375091e-05	0.000461489459775919	1485	304	0.917483368755869	0.958515719773573
t__SGB48424	Group	CTR	-1.10075653034913e-06	1.04888388912672e-05	1485	247	0.916433239406007	0.958515719773573
t__SGB4703	Group	CTR	1.36642276891006e-05	0.000134964200909929	1485	241	0.919370971840161	0.958772584919025
t__SGB4816	Group	CTR	-9.70282899809415e-06	0.0001091552865409	1485	611	0.929181219639471	0.965554861689414
t__SGB17167_group	Group	CTR	-1.27455906356903e-06	1.41083939391062e-05	1485	546	0.928028853718876	0.965554861689414
t__SGB14937	Group	CTR	-2.96410689618452e-06	3.46829029497901e-05	1485	599	0.931904800575886	0.966665015162198
t__SGB4749	Group	CTR	-5.37382675258772e-05	0.000679058889730192	1485	997	0.93693481762953	0.966731331264391
t__SGB15031	Group	CTR	-2.16655105287484e-05	0.000268421904863873	1485	436	0.935679982724842	0.966731331264391
t__SGB4553_group	Group	CTR	-1.85511567879557e-06	2.29960643098346e-05	1485	244	0.935714479106288	0.966731331264391
t__SGB4045	Group	CTR	8.50141738822064e-07	1.30771880924169e-05	1485	174	0.948175181125026	0.975183659201365
t__SGB4447	Group	CTR	1.06963549151504e-05	0.000165465983604484	1485	223	0.948466298675301	0.975183659201365
t__SGB58519	Group	CTR	3.01164158215697e-07	4.88426637467605e-06	1485	166	0.950841855452235	0.975907985209324
t__SGB6141	Group	CTR	1.31607404228025e-06	2.99739040194923e-05	1485	202	0.964984184795997	0.976691098649674
t__SGB4815	Group	CTR	-6.28119483527825e-06	0.00012962961419771	1485	713	0.961360201533965	0.976691098649674
t__SGB2295	Group	CTR	4.26894812259003e-05	0.000916867675007471	1485	1021	0.962870075340913	0.976691098649674
t__SGB3957	Group	CTR	2.0094261554548e-06	4.44423941690086e-05	1485	702	0.963942683593737	0.976691098649674
t__SGB15374	Group	CTR	-6.08575568974334e-06	0.000105005371659981	1485	425	0.953790996061676	0.976691098649674
t__SGB1679	Group	CTR	0.000110429128569842	0.00206247631321325	1485	275	0.95730727040411	0.976691098649674
t__SGB8255_group	Group	CTR	1.23337673128865e-06	2.28496795805837e-05	1485	555	0.956960076505602	0.976691098649674
t__SGB7259	Group	CTR	-2.22137906042801e-07	4.26320688244607e-06	1485	291	0.958451390065548	0.976691098649674
t__SGB9260	Group	CTR	-8.28303058066784e-06	0.00022788039102961	1485	293	0.971009649153928	0.979760998999111
t__SGB14941	Group	CTR	3.33428854946409e-07	9.28956417468034e-06	1485	393	0.971372634281653	0.979760998999111
t__SGB4705	Group	CTR	-8.50713715418137e-06	0.000356104857137923	1485	1092	0.98094403039383	0.983866921802811
t__SGB4714	Group	CTR	-1.84327620046098e-06	8.25215716598992e-05	1485	665	0.982182218169587	0.983866921802811
t__SGB6806	Group	CTR	-6.38912346623766e-06	0.000269445089926531	1485	221	0.98108540127813	0.983866921802811
t__SGB4584	Group	CTR	-4.53729209191883e-05	0.00165369126088542	1485	1017	0.978114592768448	0.983866921802811
t__SGB6750	Group	CTR	-3.9636207392405e-06	0.000246885241260421	1485	261	0.987193066803171	0.987193066803171
