"Comparison","Taxa","Method","Group","LDA","P.unadj","P.adj","Significance"
"NA|NA|NA|NA|NA|NA|t__SGB15213|t__SGB15213","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15213|t__SGB15213","LEfSe","CRC",1.64588196813226,0.465171997168253,0.688328737775441,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15013|t__SGB15013","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15013|t__SGB15013","LEfSe","CRC",1.64578617172073,0.574287670312763,0.762999982391905,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4121|t__SGB4121","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4121|t__SGB4121","LEfSe","CRC",1.64531421104566,0.577347872151201,0.765451637904596,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4725|t__SGB4725","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4725|t__SGB4725","LEfSe","CRC",1.64479941634653,4.1655444787793e-06,0.000147558287360053,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4995|t__SGB4995","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4995|t__SGB4995","LEfSe","CTR",1.64292825996971,0.515250448904384,0.715347227678186,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4791|t__SGB4791","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4791|t__SGB4791","LEfSe","CTR",1.64123803164933,0.406277593574682,0.647467774723701,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2023|t__SGB2023","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2023|t__SGB2023","LEfSe","CRC",1.6411983739073,0.0437698763506267,0.216691964445535,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15097|t__SGB15097","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15097|t__SGB15097","LEfSe","CTR",1.64048069195896,0.715053715691336,0.868506146811864,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14985_group|t__SGB14985_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14985_group|t__SGB14985_group","LEfSe","CRC",1.64030141518979,0.33635527264287,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9954|t__SGB9954","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9954|t__SGB9954","LEfSe","CRC",1.63950070099234,0.0153310342533952,0.104176322371987,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8671|t__SGB8671","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8671|t__SGB8671","LEfSe","CTR",1.63689327788603,0.200826608468006,0.486475396699249,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB10141|t__SGB10141","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10141|t__SGB10141","LEfSe","CRC",1.63688281166039,0.642121773013418,0.828375603489032,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5843|t__SGB5843","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5843|t__SGB5843","LEfSe","CRC",1.6365694183398,0.535288748029233,0.726670162450865,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4706|t__SGB4706","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4706|t__SGB4706","LEfSe","CTR",1.63595744065759,0.428298112448984,0.662355221666098,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2154|t__SGB2154","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2154|t__SGB2154","LEfSe","CTR",1.63564892209217,0.686639182402845,0.845966291736746,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1667|t__SGB1667","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1667|t__SGB1667","LEfSe","CTR",1.63508469939382,0.683648719940719,0.845966291736746,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15154|t__SGB15154","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15154|t__SGB15154","LEfSe","CRC",1.6343996979868,0.104989155655005,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15355|t__SGB15355","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15355|t__SGB15355","LEfSe","CRC",1.63022344692051,0.0163012529482143,0.108112494773289,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6370|t__SGB6370","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6370|t__SGB6370","LEfSe","CTR",1.62915091984798,0.0107842878766909,0.0824149512607014,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1898|t__SGB1898","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1898|t__SGB1898","LEfSe","CRC",1.6284493987611,0.0268238332442709,0.154725214364942,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6513|t__SGB6513","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6513|t__SGB6513","LEfSe","CTR",1.62199814780438,0.0240121974149651,0.147251988628228,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6178|t__SGB6178","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6178|t__SGB6178","LEfSe","CTR",1.62126016360988,0.770115986246593,0.90578876351113,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4312|t__SGB4312","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4312|t__SGB4312","LEfSe","CTR",1.62125750911015,0.420112727256758,0.655101695660785,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14845|t__SGB14845","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14845|t__SGB14845","LEfSe","CTR",1.62118685705136,0.826354583255011,0.925283496441035,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6518|t__SGB6518","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6518|t__SGB6518","LEfSe","CTR",1.61693142662256,0.0736084561741821,0.288963574368269,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1585|t__SGB1585","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1585|t__SGB1585","LEfSe","CRC",1.61635932872423,0.57260783895403,0.761874592616254,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB47860|t__SGB47860","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB47860|t__SGB47860","LEfSe","CTR",1.61518364794103,0.365875341816867,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14322|t__SGB14322","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14322|t__SGB14322","LEfSe","CTR",1.61488070291777,0.801841466068504,0.921546105132176,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6517|t__SGB6517","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6517|t__SGB6517","LEfSe","CTR",1.61478048902822,0.0702521360807163,0.279062245038307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4418|t__SGB4418","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4418|t__SGB4418","LEfSe","CTR",1.6145010292683,0.251225324293366,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1557|t__SGB1557","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1557|t__SGB1557","LEfSe","CRC",1.61428543908345,0.0247503859779237,0.150552347837431,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB19434|t__SGB19434","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB19434|t__SGB19434","LEfSe","CRC",1.61336851312341,0.0552637885355314,0.242991810472389,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1690|t__SGB1690","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1690|t__SGB1690","LEfSe","CTR",1.61326613459273,0.564823410348221,0.757190627152546,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9338|t__SGB9338","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9338|t__SGB9338","LEfSe","CRC",1.61063285453419,0.268762156042769,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6285|t__SGB6285","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6285|t__SGB6285","LEfSe","CTR",1.60860325887219,0.17214458841038,0.453479751271788,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15131|t__SGB15131","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15131|t__SGB15131","LEfSe","CRC",1.60834307607042,0.000817018648917853,0.0112330737529299,"*"
"NA|NA|NA|NA|NA|NA|t__SGB2290|t__SGB2290","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2290|t__SGB2290","LEfSe","CRC",1.60669392924769,0.782181383062716,0.910730140913317,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4373|t__SGB4373","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4373|t__SGB4373","LEfSe","CRC",1.60356524545822,0.144355241822014,0.408841800504997,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4317|t__SGB4317","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4317|t__SGB4317","LEfSe","CRC",1.6035044602899,0.778535422061965,0.907889293504484,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6506|t__SGB6506","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6506|t__SGB6506","LEfSe","CTR",1.59869706266951,0.156494980565514,0.435093616327574,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9247|t__SGB9247","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9247|t__SGB9247","LEfSe","CTR",1.59546119533083,0.926982761422083,0.955544366532657,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8168|t__SGB8168","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8168|t__SGB8168","LEfSe","CTR",1.59527117918462,0.222173488871933,0.524279667600239,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6014|t__SGB6014","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6014|t__SGB6014","LEfSe","CRC",1.59475859997878,1.1649815241568e-23,4.38469921154517e-21,"***"
"NA|NA|NA|NA|NA|NA|t__SGB6829|t__SGB6829","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6829|t__SGB6829","LEfSe","CRC",1.59186571322273,0.000259540926468646,0.00444021437271076,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4626|t__SGB4626","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4626|t__SGB4626","LEfSe","CRC",1.59089859738072,0.0966623822191832,0.344846484433602,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1589|t__SGB1589","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1589|t__SGB1589","LEfSe","CTR",1.59081229401641,0.501422805040683,0.707525399505219,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5730|t__SGB5730","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5730|t__SGB5730","LEfSe","CTR",1.59040100126666,0.200826608468006,0.486475396699249,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4394|t__SGB4394","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4394|t__SGB4394","LEfSe","CRC",1.58978415734288,0.94374053474602,0.968178109069938,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6313|t__SGB6313","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6313|t__SGB6313","LEfSe","CRC",1.58869014260666,0.368581995288774,0.600866479596372,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14263|t__SGB14263","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14263|t__SGB14263","LEfSe","CRC",1.58734628345786,0.00135670396264887,0.0167348980235151,"*"
"NA|NA|NA|NA|NA|NA|t__SGB14305|t__SGB14305","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14305|t__SGB14305","LEfSe","CRC",1.5873092513177,0.885798364512206,0.929804907195941,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14123|t__SGB14123","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14123|t__SGB14123","LEfSe","CRC",1.58343922844041,0.00112409471706086,0.014281220223925,"*"
"NA|NA|NA|NA|NA|NA|t__SGB4939|t__SGB4939","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4939|t__SGB4939","LEfSe","CTR",1.58333874182364,0.577584231590582,0.765451637904596,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15084|t__SGB15084","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15084|t__SGB15084","LEfSe","CRC",1.58298656969414,0.000192775341928281,0.00351785790633971,"**"
"NA|NA|NA|NA|NA|NA|t__SGB15124|t__SGB15124","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15124|t__SGB15124","LEfSe","CRC",1.58289253497985,0.0211004479780813,0.132915164983269,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4587|t__SGB4587","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4587|t__SGB4587","LEfSe","CRC",1.58117126171406,0.267897226879727,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB13956|t__SGB13956","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB13956|t__SGB13956","LEfSe","CRC",1.57983224334129,0.839998675379532,0.927099449243763,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8655|t__SGB8655","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8655|t__SGB8655","LEfSe","CTR",1.57907446950319,0.104427904724661,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB13967|t__SGB13967","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB13967|t__SGB13967","LEfSe","CRC",1.57742664410989,0.885798364512206,0.929804907195941,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4798|t__SGB4798","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4798|t__SGB4798","LEfSe","CTR",1.57729597470527,0.720552153825194,0.873092785548417,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1818|t__SGB1818","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1818|t__SGB1818","LEfSe","CRC",1.57666862340494,0.837880611422229,0.927099449243763,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15148|t__SGB15148","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15148|t__SGB15148","LEfSe","CRC",1.57562818608103,0.113383978043089,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5822|t__SGB5822","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5822|t__SGB5822","LEfSe","CTR",1.57445253209651,0.370462192214069,0.602952249057601,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1559|t__SGB1559","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1559|t__SGB1559","LEfSe","CRC",1.5736247511725,0.0671301680378553,0.27404456562614,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4709|t__SGB4709","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4709|t__SGB4709","LEfSe","CTR",1.57361503445283,0.00802174404550064,0.0659930910409903,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8021|t__SGB8021","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8021|t__SGB8021","LEfSe","CTR",1.5714440899087,0.572171235919614,0.761852939968796,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6564|t__SGB6564","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6564|t__SGB6564","LEfSe","CRC",1.57043529961708,0.0189292937948922,0.12230923522837,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4648|t__SGB4648","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4648|t__SGB4648","LEfSe","CRC",1.56956167996582,0.730083657715993,0.878258846737057,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB3978|t__SGB3978","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB3978|t__SGB3978","LEfSe","CRC",1.56766168022368,4.35526273199954e-08,3.17716032680913e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB6491|t__SGB6491","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6491|t__SGB6491","LEfSe","CRC",1.56646805483735,0.114731499449398,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4703|t__SGB4703","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4703|t__SGB4703","LEfSe","CTR",1.56610173042195,0.0140325671837156,0.0975985354321339,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6956|t__SGB6956","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6956|t__SGB6956","LEfSe","CTR",1.56511334808589,2.27863071521693e-05,0.00059624997824071,"***"
"NA|NA|NA|NA|NA|NA|t__SGB17300|t__SGB17300","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17300|t__SGB17300","LEfSe","CTR",1.56251893156778,0.134092589479885,0.388044056009559,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9290|t__SGB9290","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9290|t__SGB9290","LEfSe","CRC",1.56108871134854,0.323832237970365,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5832|t__SGB5832","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5832|t__SGB5832","LEfSe","CRC",1.56105569026583,0.143080743773602,0.406861428169028,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1786|t__SGB1786","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1786|t__SGB1786","LEfSe","CRC",1.55899891254977,0.0544145323032986,0.242991810472389,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8180_group|t__SGB8180_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8180_group|t__SGB8180_group","LEfSe","CTR",1.55899603272641,0.328542616992201,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15463|t__SGB15463","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15463|t__SGB15463","LEfSe","CRC",1.55875633553092,0.000167184607728137,0.00320632390999632,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4041|t__SGB4041","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4041|t__SGB4041","LEfSe","CTR",1.55651030388969,0.9641863722711,0.983123998275748,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6174|t__SGB6174","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6174|t__SGB6174","LEfSe","CTR",1.55515783298861,0.0614051258606904,0.257867271919859,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14230|t__SGB14230","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14230|t__SGB14230","LEfSe","CTR",1.54969978255298,0.73959353973193,0.886511205466895,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1937|t__SGB1937","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1937|t__SGB1937","LEfSe","CTR",1.5495848139685,0.778327757498734,0.907889293504484,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9273|t__SGB9273","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9273|t__SGB9273","LEfSe","CTR",1.5455322184523,0.807643280195397,0.921839998737051,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6041|t__SGB6041","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6041|t__SGB6041","LEfSe","CRC",1.54444879589717,0.400556452855794,0.640457162703915,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14367|t__SGB14367","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14367|t__SGB14367","LEfSe","CRC",1.54391168097133,0.0013616904735175,0.0167348980235151,"*"
"NA|NA|NA|NA|NA|NA|t__SGB8130|t__SGB8130","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8130|t__SGB8130","LEfSe","CRC",1.54127340662029,0.00842060344355472,0.0690856593148318,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6499|t__SGB6499","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6499|t__SGB6499","LEfSe","CTR",1.53974065462765,0.465049206965235,0.688328737775441,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14334|t__SGB14334","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14334|t__SGB14334","LEfSe","CRC",1.53946988139941,0.86506752730475,0.929804907195941,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4712|t__SGB4712","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4712|t__SGB4712","LEfSe","CTR",1.53821324564973,0.00196388329502161,0.0224838501950953,"*"
"NA|NA|NA|NA|NA|NA|t__SGB15101|t__SGB15101","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15101|t__SGB15101","LEfSe","CRC",1.53700531987478,0.440534389675605,0.673128608176733,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5742|t__SGB5742","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5742|t__SGB5742","LEfSe","CRC",1.53700021121126,0.133569651274412,0.38708202116194,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9656|t__SGB9656","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9656|t__SGB9656","LEfSe","CTR",1.53624755908399,0.245779076496394,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14980|t__SGB14980","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14980|t__SGB14980","LEfSe","CTR",1.53459106889584,0.050225234483931,0.234826368060739,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15085|t__SGB15085","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15085|t__SGB15085","LEfSe","CRC",1.53437636061597,0.168229571595493,0.448661860118716,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15095|t__SGB15095","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15095|t__SGB15095","LEfSe","CRC",1.53205425621862,0.0625581323284756,0.261251784245548,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5852|t__SGB5852","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5852|t__SGB5852","LEfSe","CTR",1.53112417265555,0.685485908234121,0.845966291736746,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14990|t__SGB14990","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14990|t__SGB14990","LEfSe","CTR",1.53110608451458,0.819625546257068,0.923487175581284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15035|t__SGB15035","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15035|t__SGB15035","LEfSe","CTR",1.53064523357985,0.354089579969472,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8767|t__SGB8767","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8767|t__SGB8767","LEfSe","CRC",1.529400633065,0.00964264421967791,0.0766068647637208,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9297|t__SGB9297","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9297|t__SGB9297","LEfSe","CRC",1.52859654565417,0.887388607517396,0.929804907195941,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6503|t__SGB6503","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6503|t__SGB6503","LEfSe","CTR",1.52790971448678,0.703988025981449,0.860469719199958,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6489|t__SGB6489","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6489|t__SGB6489","LEfSe","CRC",1.52638895107779,0.0552637885355314,0.242991810472389,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1672|t__SGB1672","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1672|t__SGB1672","LEfSe","CRC",1.52439452985193,0.0894674956384289,0.329515097744421,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB10079|t__SGB10079","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10079|t__SGB10079","LEfSe","CRC",1.52423595428686,0.574467273358502,0.762999982391905,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB14027|t__SGB14027","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14027|t__SGB14027","LEfSe","CRC",1.52359260274116,0.221061430859686,0.523282993961095,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB3983|t__SGB3983","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB3983|t__SGB3983","LEfSe","CRC",1.52170352619276,0.00322166122271922,0.0334497308331296,"*"
"NA|NA|NA|NA|NA|NA|t__SGB6526|t__SGB6526","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6526|t__SGB6526","LEfSe","CTR",1.52156839935834,0.774855081808711,0.906515036163575,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB19749|t__SGB19749","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB19749|t__SGB19749","LEfSe","CRC",1.52081155096766,0.268762156042769,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4809|t__SGB4809","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4809|t__SGB4809","LEfSe","CTR",1.5200207192328,0.0925122139162541,0.333997932975829,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4922|t__SGB4922","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4922|t__SGB4922","LEfSe","CTR",1.51963588103276,0.130113671937188,0.379992498741876,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1916|t__SGB1916","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1916|t__SGB1916","LEfSe","CTR",1.51830753632072,0.842117898931149,0.927099449243763,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5857|t__SGB5857","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5857|t__SGB5857","LEfSe","CRC",1.51611285345122,0.485296171505667,0.702716808176715,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9293|t__SGB9293","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9293|t__SGB9293","LEfSe","CRC",1.51532769054424,0.859049985815428,0.929804907195941,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2141|t__SGB2141","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2141|t__SGB2141","LEfSe","CTR",1.51531469877968,0.359941758002313,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1974|t__SGB1974","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1974|t__SGB1974","LEfSe","CRC",1.51391141495018,0.00487036096073277,0.0461152731219069,"*"
"NA|NA|NA|NA|NA|NA|t__SGB5103|t__SGB5103","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5103|t__SGB5103","LEfSe","CRC",1.51250434913976,0.449974744881378,0.673128608176733,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB3673|t__SGB3673","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB3673|t__SGB3673","LEfSe","CRC",1.51189603489433,0.672218087145131,0.845966291736746,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1953|t__SGB1953","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1953|t__SGB1953","LEfSe","CRC",1.51157505173243,0.803285376370172,0.921546105132176,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4621|t__SGB4621","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4621|t__SGB4621","LEfSe","CRC",1.51145527592315,0.719673183529589,0.872708802097299,"ns"
